,location_name,from,to
3645,On W 101st Pl From S Prospect Ave To S Wood St,W 101st Pl And S Prospect Ave,W 101st Pl And S Wood St
3647,E 109th St And S Dr Martin Luther King Jr Dr,E 109th St And S Dr Martin Luther King Jr Dr,
3648,S Ashland Ave And W 66th St,S Ashland Ave And W 66th St,
3649,S Ridgeland Ave And E 79th St,S Ridgeland Ave And E 79th St,
3650,W 116th St And S Wentworth Ave,W 116th St And S Wentworth Ave,
3651,W 66th St And S Justine St,W 66th St And S Justine St,
3652,W 91st St And S Perry Ave,W 91st St And S Perry Ave,
3653,6601-6603 S Ashland Ave,6601 S Ashland Ave,6603 S Ashland Ave
3654,5600-5602 W Adams Blvd,5600 W Adams Blvd,5602 W Adams Blvd
3655,11501-11503 S Homewood Ave,11501 S Homewood Ave,11503 S Homewood Ave
3656,W Sunnyside Ave And N Lavergne Ave,W Sunnyside Ave And N Lavergne Ave,
3657,W 81st St And S May St,W 81st St And S May St,
3658,W 117th St And S Normal Ave,W 117th St And S Normal Ave,
3659,W 100th St And S Wood St,W 100th St And S Wood St,
3660,S Halsted St And W 76th St,S Halsted St And W 76th St,
3661,N Hamlin Ave And W Devon Ave,N Hamlin Ave And W Devon Ave,
3662,On W 92nd St From S Wentworth Ave To S Princeton Ave,W 92nd St And S Wentworth Ave,W 92nd St And S Princeton Ave
3663,On W 56th St From S Keeler Ave To S Komensky Ave,W 56th St And S Keeler Ave,W 56th St And S Komensky Ave
3665,On S Throop St From W 95th St To W 98th St,S Throop St And W 95th St,S Throop St And W 98th St
3666,On W 57th St From S Keeler Ave To S Tripp Ave,W 57th St And S Keeler Ave,W 57th St And S Tripp Ave
3667,On W Foster Ave From N Sheridan Rd To N Marine Dr,W Foster Ave And N Sheridan Rd,W Foster Ave And N Marine Dr
3668,N Laporte Ave And W Sunnyside Ave,N Laporte Ave And W Sunnyside Ave,
3671,W 65th St And S Fairfield Ave,W 65th St And S Fairfield Ave,
3672,W 81st St And S Racine Ave,W 81st St And S Racine Ave,
3673,400-402 E 109th St,400 E 109th St,402 E 109th St
3674,201-203 W 116th St,201 W 116th St,203 W 116th St
3679,On W 76th St From S Stewart Ave To S Harvard Ave,W 76th St And S Stewart Ave,W 76th St And S Harvard Ave
3681,On W 76th St From S Harvard Ave To S Yale Ave,W 76th St And S Harvard Ave,W 76th St And S Yale Ave
3682,On W 76th St From S Yale Ave To S Wentworth Ave,W 76th St And S Yale Ave,W 76th St And S Wentworth Ave
3683,On E 69th St From S St Lawrence Ave To S Langley Ave,E 69th St And S St Lawrence Ave,E 69th St And S Langley Ave
3709,E 54th Pl And S Dorchester Ave,E 54th Pl And S Dorchester Ave,
3730,E 54th St And S Dorchester Ave,E 54th St And S Dorchester Ave,
3738,On W 116th St From S Western Ave To S Bell Ave,W 116th St And S Western Ave,W 116th St And S Bell Ave
3750,On S Ridgewood Ct From E 55th St To E 54th St,S Ridgewood Ct And E 55th St,S Ridgewood Ct And E 54th St
3795,On N Wolcott Ave From W Winnemac Ave To W Balmoral Ave,N Wolcott Ave And W Winnemac Ave,N Wolcott Ave And W Balmoral Ave
3797,On W Bryn Mawr Ave From N Kedzie Ave To N St Louis Ave,W Bryn Mawr Ave And N Kedzie Ave,W Bryn Mawr Ave And N St Louis Ave
3798,W Bryn Mawr Ave And N Jersey Ave,W Bryn Mawr Ave And N Jersey Ave,
3799,On W 77th St From S Emerald Ave To S Union Ave,W 77th St And S Emerald Ave,W 77th St And S Union Ave
3801,S Emerald Ave And W 78th St,S Emerald Ave And W 78th St,
3802,612-800 W 77th St,612 W 77th St,800 W 77th St
3806,On S Hoyne Ave From W Cermak Rd To W 18th St,S Hoyne Ave And W Cermak Rd,S Hoyne Ave And W 18th St
3812,On S Austin Ave From W 59th St To W 63rd St,S Austin Ave And W 59th St,S Austin Ave And W 63rd St
3813,On S Halsted St From W 31st St To W 32nd St,S Halsted St And W 31st St,S Halsted St And W 32nd St
3814,On W 32nd St From S Racine Ave To S May St,W 32nd St And S Racine Ave,W 32nd St And S May St
3815,S Carpenter St And W 32nd Pl,S Carpenter St And W 32nd Pl,
3816,On S Morgan St From W 32nd Pl To W 33rd Pl,S Morgan St And W 32nd Pl,S Morgan St And W 33rd Pl
3817,On W 33rd Pl From S Morgan St To S Lituanica Ave,W 33rd Pl And S Morgan St,W 33rd Pl And S Lituanica Ave
3818,S May St And W 34th Pl,S May St And W 34th Pl,
3819,On W 32nd Pl From S May St To S Morgan St,W 32nd Pl And S May St,W 32nd Pl And S Morgan St
3820,S Aberdeen St And W 35th St,S Aberdeen St And W 35th St,
3821,W 35th St And S Racine Ave,W 35th St And S Racine Ave,
3822,On W 46th St From S Rockwell St To S Fairfield Ave,W 46th St And S Rockwell St,W 46th St And S Fairfield Ave
3823,On W 47th St From S Kedzie Ave To S Whipple St,W 47th St And S Kedzie Ave,W 47th St And S Whipple St
3824,On W 47th St From S Whipple St To S Richmond St,W 47th St And S Whipple St,W 47th St And S Richmond St
3825,On E 107th St From S Langley Ave To S Champlain Ave,E 107th St And S Langley Ave,E 107th St And S Champlain Ave
3826,On S Langley Ave From E 106th St To E 108th St,S Langley Ave And E 106th St,S Langley Ave And E 108th St
3834,On E 108th St From S Vernon Ave To S Rhodes Ave,E 108th St And S Vernon Ave,E 108th St And S Rhodes Ave
3835,E 106th St And S Rhodes Ave,E 106th St And S Rhodes Ave,
3844,On S Keeler Ave From W 58th St To W 55th St,S Keeler Ave And W 58th St,S Keeler Ave And W 55th St
3845,On W 56th St From S Kedvale Ave To S Komensky Ave,W 56th St And S Kedvale Ave,W 56th St And S Komensky Ave
3848,On S Parnell Ave From W 123rd St To W 124th St,S Parnell Ave And W 123rd St,S Parnell Ave And W 124th St
3857,On W Barry Ave From N Oriole Ave To N Oketo Ave,W Barry Ave And N Oriole Ave,W Barry Ave And N Oketo Ave
3863,On S Honore St From W 48th St To W 45th St,S Honore St And W 48th St,S Honore St And W 45th St
3864,On W 45th St From S Wolcott Ave To S Hermitage Ave,W 45th St And S Wolcott Ave,W 45th St And S Hermitage Ave
3865,On W 46th St From S Damen Ave To S Honore St,W 46th St And S Damen Ave,W 46th St And S Honore St
3869,On N Overhill Ave From W Jarvis Ave To W Chase Ave,N Overhill Ave And W Jarvis Ave,N Overhill Ave And W Chase Ave
3870,On N Mildred Ave From W Diversey Pkwy To W Wolfram St,N Mildred Ave And W Diversey Pkwy,N Mildred Ave And W Wolfram St
3871,On W Diversey Pkwy From N Halsted St To N Mildred Ave,W Diversey Pkwy And N Halsted St,W Diversey Pkwy And N Mildred Ave
3872,On E 98th St From S Escanaba Ave To S Commercial Ave,E 98th St And S Escanaba Ave,E 98th St And S Commercial Ave
3873,On S Escanaba Ave From E 99th St To E 98th St,S Escanaba Ave And E 99th St,S Escanaba Ave And E 98th St
3874,On E 98th St From S Muskegon Ave To S Escanaba Ave,E 98th St And S Muskegon Ave,E 98th St And S Escanaba Ave
3875,On E 98th St From S Muskegon Ave To S Marquette Ave,E 98th St And S Muskegon Ave,E 98th St And S Marquette Ave
3905,On W 60th St From S Nashville Ave To S Neenah Ave,W 60th St And S Nashville Ave,W 60th St And S Neenah Ave
3906,On W 60th St From S Neenah Ave To S Natchez Ave,W 60th St And S Neenah Ave,W 60th St And S Natchez Ave
3916,On W 46th St From S Lavergne Ave To S Laporte Ave,W 46th St And S Lavergne Ave,W 46th St And S Laporte Ave
3918,On W 46th St From S Leamington Ave To S Leclaire Ave,W 46th St And S Leamington Ave,W 46th St And S Leclaire Ave
3919,On W 46th St From S Laramie Ave To S Leamington Ave,W 46th St And S Laramie Ave,W 46th St And S Leamington Ave
3920,W 45th St And S Cicero Ave,W 45th St And S Cicero Ave,
3950,On E 128th St From S Torrence Ave To S Escanaba Ave,E 128th St And S Torrence Ave,E 128th St And S Escanaba Ave
3951,On E 128th St From S Torrence Ave To S Exchange Ave,E 128th St And S Torrence Ave,E 128th St And S Exchange Ave
3970,On E 95th St From S Torrence Ave To S Calhoun Ave,E 95th St And S Torrence Ave,E 95th St And S Calhoun Ave
3983,On N Hiawatha Ave From W Peterson Ave To W Kilpatrick Ave.,N Hiawatha Ave And W Peterson Ave,N Hiawatha Ave And W Kilpatrick Ave.
3984,On W Peterson Ave From N Kilbourn Ave To N Hiawatha Ave,W Peterson Ave And N Kilbourn Ave,W Peterson Ave And N Hiawatha Ave
3997,On E 53rd St From S Cornell Ave To E 1725,E 53rd St And S Cornell Ave,1725 E 53rd St
3998,On N Newgard Ave From W Albion Ave To N 6434,N Newgard Ave And W Albion Ave,6434 N Newgard Ave
3999,On N Octavia Ave From W Greenleaf Ave To W Ibsen St,N Octavia Ave And W Greenleaf Ave,N Octavia Ave And W Ibsen St
4000,On N Orange Ave From W Addison St To W Cornelia Ave,N Orange Ave And W Addison St,N Orange Ave And W Cornelia Ave
4001,On N Pulaski Rd From W Diversey Ave To W Schubert Ave,N Pulaski Rd And W Diversey Ave,N Pulaski Rd And W Schubert Ave
4002,On N Racine Ave From W Chicago Ave To W Augusta Blvd,N Racine Ave And W Chicago Ave,N Racine Ave And W Augusta Blvd
4003,On N Ridgeway Ave From W George St To W Diversey Ave,N Ridgeway Ave And W George St,N Ridgeway Ave And W Diversey Ave
4004,On N Sacramento Ave From W Farwell Ave To W Pratt Blvd,N Sacramento Ave And W Farwell Ave,N Sacramento Ave And W Pratt Blvd
4005,On N Sandburg Ter From W Germania Pl To N 1577,N Sandburg Ter And W Germania Pl,1577 N Sandburg Ter
4006,On N Sheffield Ave From W Nelson St To W Belmont Ave,N Sheffield Ave And W Nelson St,N Sheffield Ave And W Belmont Ave
4007,On N State St From W Chicago Ave To N 333,N State St And W Chicago Ave,333 N State St
4008,On N Trumbull Ave From W Chicago Ave To W Franklin Blvd,N Trumbull Ave And W Chicago Ave,N Trumbull Ave And W Franklin Blvd
4009,On N Washtenaw Ave From W Wabansia Ave To W Le Moyne St,N Washtenaw Ave And W Wabansia Ave,N Washtenaw Ave And W Le Moyne St
4010,On S Avalon Ave From E 92nd St To E 93rd St,S Avalon Ave And E 92nd St,S Avalon Ave And E 93rd St
4011,On S Blue Island Ave From S Leavitt St To S Western Ave,S Blue Island Ave And S Leavitt St,S Blue Island Ave And S Western Ave
4012,On S Calumet Ave From E Garfield Blvd To S 5430,S Calumet Ave And E Garfield Blvd,5430 S Calumet Ave
4013,On S Clark St From W Harrison St To S 601,S Clark St And W Harrison St,601 S Clark St
4014,On S Desplaines St From W Madison St To W Kinzie St,S Desplaines St And W Madison St,S Desplaines St And W Kinzie St
4015,On S Forrestville Ave From E 50th St To E 51st St,S Forrestville Ave And E 50th St,S Forrestville Ave And E 51st St
4016,On S Indiana Ave From E 107th St To E 111th St,S Indiana Ave And E 107th St,S Indiana Ave And E 111th St
4017,On S Jeffery Blvd From E 80th St To E 83rd St,S Jeffery Blvd And E 80th St,S Jeffery Blvd And E 83rd St
4018,On S Longwood Dr From W 115th St To W 116th Pl,S Longwood Dr And W 115th St,S Longwood Dr And W 116th Pl
4019,On N Nagel From W Gregory St To W Catalpa Ave,N Nagel And W Gregory St,N Nagel And W Catalpa Ave
4020,On N Mont Clare Ave From W Foster Ave To W Carmen Ave,N Mont Clare Ave And W Foster Ave,N Mont Clare Ave And W Carmen Ave
4021,On N Southport Ave From W School St To W Henderson St,N Southport Ave And W School St,N Southport Ave And W Henderson St
4022,On N Mcalpin Ave From N Hiawatha Ave To N Sioux Ave,N Mcalpin Ave And N Hiawatha Ave,N Mcalpin Ave And N Sioux Ave
4023,On N Melvina Ave From W Grand Ave To W Palmer St,N Melvina Ave And W Grand Ave,N Melvina Ave And W Palmer St
4024,On E Burton Pl From N State Pkwy To N Astor St,E Burton Pl And N State Pkwy,E Burton Pl And N Astor St
4025,On E Delaware Pl From N Michigan Ave To E 110,E Delaware Pl And N Michigan Ave,110 E Delaware Pl
4026,On E Jackson Blvd From S Wabash Ave To E 75,E Jackson Blvd And S Wabash Ave,75 E Jackson Blvd
4027,On E Ohio St From N State St To N Michigan Ave,E Ohio St And N State St,E Ohio St And N Michigan Ave
4028,On N Artesian Ave From W Ohio St To N 532,N Artesian Ave And W Ohio St,532 N Artesian Ave
4029,On N Austin Ave From W Waveland Ave To W Addison St,N Austin Ave And W Waveland Ave,N Austin Ave And W Addison St
4030,On N Campbell Ave From W Fullerton Ave To W Belden Ave,N Campbell Ave And W Fullerton Ave,N Campbell Ave And W Belden Ave
4031,On N Central Ave From W Wrightwood Ave To W Fullerton Ave,N Central Ave And W Wrightwood Ave,N Central Ave And W Fullerton Ave
4032,On N Cicero Ave From W Glenlake Ave To N Caldwell Ave,N Cicero Ave And W Glenlake Ave,N Cicero Ave And N Caldwell Ave
4033,On N Cleveland Ave From W Belden Ave To W Fullerton Pkwy,N Cleveland Ave And W Belden Ave,N Cleveland Ave And W Fullerton Pkwy
4034,On N California Ave From W George St To W Schubert Ave,N California Ave And W George St,N California Ave And W Schubert Ave
4035,On N Lincoln Ave From W Peterson Ave To N Whipple St,N Lincoln Ave And W Peterson Ave,N Lincoln Ave And N Whipple St
4036,On N Greenview Ave From W Division St To W Potomac Ave,N Greenview Ave And W Division St,N Greenview Ave And W Potomac Ave
4037,On N Hamlin Ave From W Palmer St To W Dickens Ave,N Hamlin Ave And W Palmer St,N Hamlin Ave And W Dickens Ave
4038,On N Hiawatha Ave From N Jean Ave To N Loleta Ave,N Hiawatha Ave And N Jean Ave,N Hiawatha Ave And N Loleta Ave
4039,On N Keating Ave From N 4700 To N 4647,4700 N Keating Ave,4647 N Keating Ave
4040,On N Kedzie Ave From W Diversey Ave To N Milwaukee Ave,N Kedzie Ave And W Diversey Ave,N Kedzie Ave And N Milwaukee Ave
4041,On N Kercheval Ave From N Kirby Ave To N Rogers Ave,N Kercheval Ave And N Kirby Ave,N Kercheval Ave And N Rogers Ave
4042,On N Laramie Ave From W Diversey Ave To W Schubert Ave,N Laramie Ave And W Diversey Ave,N Laramie Ave And W Schubert Ave
4043,On N Lemont Ave From N Hiawatha Ave To N Ionia Ave,N Lemont Ave And N Hiawatha Ave,N Lemont Ave And N Ionia Ave
4044,On N Elston Ave From N Luna Ave To N Lotus Ave,N Elston Ave And N Luna Ave,N Elston Ave And N Lotus Ave
4045,On N Sheridan Rd From W Howard St To W Birchwood Ave,N Sheridan Rd And W Howard St,N Sheridan Rd And W Birchwood Ave
4046,On N Sauganash Ave From N Tripp Ave To N Keeler Ave,N Sauganash Ave And N Tripp Ave,N Sauganash Ave And N Keeler Ave
4047,On N Sacramento Ave From W Jerome St To W Sherwin Ave,N Sacramento Ave And W Jerome St,N Sacramento Ave And W Sherwin Ave
4048,On N Rockwell St From W Wabansia Ave To W Le Moyne St,N Rockwell St And W Wabansia Ave,N Rockwell St And W Le Moyne St
4049,On N Oak Park Ave From W Byron St To W Grace St,N Oak Park Ave And W Byron St,N Oak Park Ave And W Grace St
4050,On N Pulaski Rd From W Peterson Ave To W Bryn Mawr Ave,N Pulaski Rd And W Peterson Ave,N Pulaski Rd And W Bryn Mawr Ave
4051,On N Ozanam Ave From W Bryn Mawr Ave To W Gregory St,N Ozanam Ave And W Bryn Mawr Ave,N Ozanam Ave And W Gregory St
4052,On N Odell Ave From W Chase Ave To W Jarvis Ave,N Odell Ave And W Chase Ave,N Odell Ave And W Jarvis Ave
4053,On N Springfield Ave From W Addison St To W Cornelia Ave,N Springfield Ave And W Addison St,N Springfield Ave And W Cornelia Ave
4054,On N Racine Ave From W Melrose St To W Belmont Ave,N Racine Ave And W Melrose St,N Racine Ave And W Belmont Ave
4055,On N State St From W Lake St To N 177,N State St And W Lake St,177 N State St
4056,On S Loomis St From W 15th St To W 16th St,S Loomis St And W 15th St,S Loomis St And W 16th St
4057,On N Western Ave From N 404 To W Grand Ave,404 N Western Ave,N Western Ave And W Grand Ave
4058,On S Bishop St From W 109th Pl To W 112th Pl,S Bishop St And W 109th Pl,S Bishop St And W 112th Pl
4059,On S Blue Island Ave From S Racine Ave To W 15th St,S Blue Island Ave And S Racine Ave,S Blue Island Ave And W 15th St
4060,On S Canal St From W Monroe St To W Adams St,S Canal St And W Monroe St,S Canal St And W Adams St
4061,On S Clinton St From W Madison St To W Kinzie St,S Clinton St And W Madison St,S Clinton St And W Kinzie St
4062,On S Dorchester Ave From E 58th St To E 59th St,S Dorchester Ave And E 58th St,S Dorchester Ave And E 59th St
4063,On S Harper Ave From E 58th St To E 59th St,S Harper Ave And E 58th St,S Harper Ave And E 59th St
4064,On S Jefferson St From W Harrison St To W Monroe St,S Jefferson St And W Harrison St,S Jefferson St And W Monroe St
4065,On S Kenwood Ave From E 61st St To S 6253,S Kenwood Ave And E 61st St,6253 S Kenwood Ave
4066,On N Natchez Ave From W Gregory St To W Catalpa Ave,N Natchez Ave And W Gregory St,N Natchez Ave And W Catalpa Ave
4067,On N Virginia Ave From W Balmoral Ave To W Berwyn Ave,N Virginia Ave And W Balmoral Ave,N Virginia Ave And W Berwyn Ave
4068,On N Morgan St From W Huron St To W Chicago Ave,N Morgan St And W Huron St,N Morgan St And W Chicago Ave
4069,On N Mendota Ave From N Ionia Ave To N Mason Ave,N Mendota Ave And N Ionia Ave,N Mendota Ave And N Mason Ave
4070,On N Mcalpin Ave From N Medford Ave To N Leoti Ave,N Mcalpin Ave And N Medford Ave,N Mcalpin Ave And N Leoti Ave
4071,On E Chicago Ave From E 38  To N Clark St,E Chicago Ave And E 38 ,E Chicago Ave And N Clark St
4072,On E Goethe St From N State Pkwy To N Astor St,E Goethe St And N State Pkwy,E Goethe St And N Astor St
4073,On E North Ave From N State Pkwy To N Astor St,E North Ave And N State Pkwy,E North Ave And N Astor St
4074,On E Schiller St From N State Pkwy To N Astor St,E Schiller St And N State Pkwy,E Schiller St And N Astor St
4075,On N Austin Ave From W Belmont Ave To W Nelson St,N Austin Ave And W Belmont Ave,N Austin Ave And W Nelson St
4076,On N Broadway From W Wilson Ave To N 4670,N Broadway And W Wilson Ave,4670 N Broadway
4077,On N California Ave From W Roscoe St To W Henderson St,N California Ave And W Roscoe St,N California Ave And W Henderson St
4078,On N Campbell Ave From W Wabansia Ave To W North Ave,N Campbell Ave And W Wabansia Ave,N Campbell Ave And W North Ave
4079,On N Central Park Ave From W Diversey Ave To W Fullerton Ave,N Central Park Ave And W Diversey Ave,N Central Park Ave And W Fullerton Ave
4080,On N Cicero Ave From W Montrose Ave To W Berteau Ave,N Cicero Ave And W Montrose Ave,N Cicero Ave And W Berteau Ave
4081,On E Banks St From N State Pkwy To N Astor St,E Banks St And N State Pkwy,E Banks St And N Astor St
4082,On N Elston Ave From W Bryn Mawr Ave To N Lynch Ave,N Elston Ave And W Bryn Mawr Ave,N Elston Ave And N Lynch Ave
4083,On N Halsted St From W Evergreen Ave To N 1534,N Halsted St And W Evergreen Ave,1534 N Halsted St
4084,On N Harding Ave From W Ohio St To W Chicago Ave,N Harding Ave And W Ohio St,N Harding Ave And W Chicago Ave
4085,On N Kasson Ave From N Karlov Ave To N Keystone Ave,N Kasson Ave And N Karlov Ave,N Kasson Ave And N Keystone Ave
4086,On N Keating Ave From W Leland Ave To W Lawrence Ave,N Keating Ave And W Leland Ave,N Keating Ave And W Lawrence Ave
4087,On N Kedzie Blvd From W Wrightwood Ave To W Fullerton Ave,N Kedzie Blvd And W Wrightwood Ave,N Kedzie Blvd And W Fullerton Ave
4089,On N Laramie Ave From W Fullerton Ave To W Belden Ave,N Laramie Ave And W Fullerton Ave,N Laramie Ave And W Belden Ave
4090,On N Lincoln Ave From N Drake Ave To N St Louis Ave,N Lincoln Ave And N Drake Ave,N Lincoln Ave And N St Louis Ave
4091,On N Long Ave From W Agatite Ave To W Montrose Ave,N Long Ave And W Agatite Ave,N Long Ave And W Montrose Ave
4092,On N Cumberland Ave From W Lawrence Ave To W Sunnyside Ave,N Cumberland Ave And W Lawrence Ave,N Cumberland Ave And W Sunnyside Ave
4093,On N Sacramento Blvd From W Grand Ave To W Augusta Blvd,N Sacramento Blvd And W Grand Ave,N Sacramento Blvd And W Augusta Blvd
4094,On N Sacramento Ave From W Belmont Ave To W Nelson St,N Sacramento Ave And W Belmont Ave,N Sacramento Ave And W Nelson St
